# Date, spot_meas, millis
2000-01-01T00:00:00Z, 284041, 4.69
2000-01-01T00:00:00Z, 285165, 4.63
2000-01-01T00:00:00Z, 286289, 4.56
2000-01-01T00:00:00Z, 287414, 4.50
2000-01-01T00:00:00Z, 288538, 4.38
2000-01-01T00:00:00Z, 289661, 4.31
2000-01-01T00:00:00Z, 290786, 4.19
2000-01-01T00:00:00Z, 291910, 4.13
2000-01-01T00:00:00Z, 293035, 4.00
2000-01-01T00:00:00Z, 294158, 3.94
2000-01-01T00:00:00Z, 295282, 3.88
2000-01-01T00:00:00Z, 296407, 3.81
2000-01-01T00:00:00Z, 297534, 3.75
2000-01-01T00:00:00Z, 298658, 3.69
2000-01-01T00:00:00Z, 299782, 3.63
2000-01-01T00:00:00Z, 300906, 3.56
2000-01-01T00:00:00Z, 302030, 3.50
2000-01-01T00:00:00Z, 303155, 3.50
2000-01-01T00:00:00Z, 304279, 3.44
2000-01-01T00:00:00Z, 305408, 3.38
2000-01-01T00:00:00Z, 306532, 3.38
2000-01-01T00:00:00Z, 307655, 3.31
2000-01-01T00:00:00Z, 308780, 3.31
2000-01-01T00:00:00Z, 309904, 3.25
2000-01-01T00:00:00Z, 311028, 3.25
2000-01-01T00:00:00Z, 312153, 3.25
2000-01-01T00:00:00Z, 313280, 3.19
2000-01-01T00:00:00Z, 314404, 3.19
2000-01-01T00:00:00Z, 315529, 3.13
2000-01-01T00:00:00Z, 316653, 3.06
2000-01-01T00:00:00Z, 317776, 3.06
2000-01-01T00:00:00Z, 318901, 3.00
2000-01-01T00:00:00Z, 320025, 3.06
2000-01-01T00:00:00Z, 321149, 2.94
2000-01-01T00:00:00Z, 322274, 3.00
2000-01-01T00:00:00Z, 323398, 2.94
2000-01-01T00:00:00Z, 324521, 2.94
2000-01-01T00:00:00Z, 325646, 2.94
2000-01-01T00:00:00Z, 326770, 2.88
2000-01-01T00:00:00Z, 327895, 2.88
2000-01-01T00:00:00Z, 329022, 2.88
2000-01-01T00:00:00Z, 330146, 2.88
2000-01-01T00:00:00Z, 331270, 2.81
2000-01-01T00:00:00Z, 332394, 2.81
2000-01-01T00:00:00Z, 333518, 2.75
2000-01-01T00:00:00Z, 334643, 2.81
2000-01-01T00:00:00Z, 335766, 2.75
2000-01-01T00:00:00Z, 336890, 2.81
2000-01-01T00:00:00Z, 338015, 2.75
2000-01-01T00:00:00Z, 339139, 2.75
2000-01-01T00:00:00Z, 340262, 2.81
2000-01-01T00:00:00Z, 341387, 2.75
2000-01-01T00:00:00Z, 342511, 2.75
2000-01-01T00:00:00Z, 343635, 2.75
2000-01-01T00:00:00Z, 344759, 2.69
2000-01-01T00:00:00Z, 345881, 2.69
2000-01-01T00:00:00Z, 347005, 2.69
2000-01-01T00:00:00Z, 348129, 2.69
2000-01-01T00:00:00Z, 349258, 2.69
2000-01-01T00:00:00Z, 350383, 2.69
2000-01-01T00:00:00Z, 351507, 2.69
2000-01-01T00:00:00Z, 352631, 2.69
2000-01-01T00:00:00Z, 353756, 2.69
2000-01-01T00:00:00Z, 354879, 2.69
2000-01-01T00:00:00Z, 356003, 2.69
2000-01-01T00:00:00Z, 357128, 2.69
2000-01-01T00:00:00Z, 358252, 2.69
2000-01-01T00:00:00Z, 359376, 2.63
2000-01-01T00:00:00Z, 360501, 2.63
2000-01-01T00:00:00Z, 361622, 2.63
2000-01-01T00:00:00Z, 362746, 2.63
2000-01-01T00:00:00Z, 363871, 2.63
2000-01-01T00:00:00Z, 364995, 2.63
2000-01-01T00:00:00Z, 366119, 2.63
2000-01-01T00:00:00Z, 367243, 2.63
2000-01-01T00:00:00Z, 368367, 2.63
2000-01-01T00:00:00Z, 369491, 2.63
2000-01-01T00:00:00Z, 370616, 2.63
2000-01-01T00:00:00Z, 371740, 2.63
2000-01-01T00:00:00Z, 372865, 2.63
2000-01-01T00:00:00Z, 373988, 2.63
2000-01-01T00:00:00Z, 375112, 2.56
2000-01-01T00:00:00Z, 376237, 2.63
2000-01-01T00:00:00Z, 377364, 2.63
2000-01-01T00:00:00Z, 378487, 2.63
2000-01-01T00:00:00Z, 379612, 2.63
2000-01-01T00:00:00Z, 380735, 2.63
2000-01-01T00:00:00Z, 381858, 2.63
2000-01-01T00:00:00Z, 382983, 2.63
2000-01-01T00:00:00Z, 384106, 2.63
2000-01-01T00:00:00Z, 385229, 2.63
2000-01-01T00:00:00Z, 386354, 2.56
2000-01-01T00:00:00Z, 387477, 2.63
2000-01-01T00:00:00Z, 388600, 2.63
2000-01-01T00:00:00Z, 389725, 2.63
2000-01-01T00:00:00Z, 390848, 2.63
2000-01-01T00:00:00Z, 391971, 2.56
2000-01-01T00:00:00Z, 393107, 2.56
2000-01-01T00:00:00Z, 394231, 2.56
2000-01-01T00:00:00Z, 395350, 2.63
2000-01-01T00:00:00Z, 396469, 2.63
2000-01-01T00:00:00Z, 397588, 2.63
2000-01-01T00:00:00Z, 398706, 2.56
2000-01-01T00:00:00Z, 399825, 2.63
2000-01-01T00:00:00Z, 400944, 2.63
2000-01-01T00:00:00Z, 402063, 2.63
2000-01-01T00:00:00Z, 403182, 2.63
2000-01-01T00:00:00Z, 404300, 2.63
2000-01-01T00:00:00Z, 405420, 2.63
2000-01-01T00:00:00Z, 406538, 2.56
2000-01-01T00:00:00Z, 407657, 2.63
2000-01-01T00:00:00Z, 408779, 2.63
2000-01-01T00:00:00Z, 409897, 2.56
2000-01-01T00:00:00Z, 411017, 2.56
2000-01-01T00:00:00Z, 412136, 2.56
2000-01-01T00:00:00Z, 413255, 2.63
2000-01-01T00:00:00Z, 414374, 2.56
2000-01-01T00:00:00Z, 415494, 2.56
2000-01-01T00:00:00Z, 416613, 2.56
2000-01-01T00:00:00Z, 417732, 2.63
2000-01-01T00:00:00Z, 418851, 2.56
2000-01-01T00:00:00Z, 419971, 2.63
2000-01-01T00:00:00Z, 421089, 2.56
2000-01-01T00:00:00Z, 422208, 2.56
2000-01-01T00:00:00Z, 423327, 2.56
2000-01-01T00:00:00Z, 424446, 2.56
2000-01-01T00:00:00Z, 425569, 2.56
2000-01-01T00:00:00Z, 426688, 2.63
2000-01-01T00:00:00Z, 427807, 2.63
2000-01-01T00:00:00Z, 428926, 2.63
2000-01-01T00:00:00Z, 430045, 2.56
2000-01-01T00:00:00Z, 431164, 2.63
2000-01-01T00:00:00Z, 432283, 2.63
2000-01-01T00:00:00Z, 433402, 2.63
2000-01-01T00:00:00Z, 434522, 2.63
2000-01-01T00:00:00Z, 435641, 2.63
2000-01-01T00:00:00Z, 436760, 2.56
2000-01-01T00:00:00Z, 437884, 2.56
2000-01-01T00:00:00Z, 439003, 2.63
2000-01-01T00:00:00Z, 440122, 2.56
2000-01-01T00:00:00Z, 441244, 2.56
2000-01-01T00:00:00Z, 442363, 2.56
2000-01-01T00:00:00Z, 443483, 2.63
2000-01-01T00:00:00Z, 444602, 2.63
2000-01-01T00:00:00Z, 445721, 2.63
2000-01-01T00:00:00Z, 446840, 2.63
2000-01-01T00:00:00Z, 447960, 2.63
2000-01-01T00:00:00Z, 449079, 2.56
2000-01-01T00:00:00Z, 450198, 2.63
2000-01-01T00:00:00Z, 451316, 2.63
2000-01-01T00:00:00Z, 452435, 2.63
2000-01-01T00:00:00Z, 453555, 2.56
2000-01-01T00:00:00Z, 454674, 2.63
2000-01-01T00:00:00Z, 455793, 2.63
2000-01-01T00:00:00Z, 456915, 2.63
2000-01-01T00:00:00Z, 458035, 2.63
2000-01-01T00:00:00Z, 459154, 2.63
2000-01-01T00:00:00Z, 460273, 2.63
2000-01-01T00:00:00Z, 461391, 2.63
2000-01-01T00:00:00Z, 462511, 2.56
2000-01-01T00:00:00Z, 463630, 2.63
2000-01-01T00:00:00Z, 464749, 2.56
2000-01-01T00:00:00Z, 465868, 2.63
2000-01-01T00:00:00Z, 466988, 2.56
2000-01-01T00:00:00Z, 468107, 2.63
2000-01-01T00:00:00Z, 469226, 2.63
2000-01-01T00:00:00Z, 470345, 2.56
2000-01-01T00:00:00Z, 471463, 2.63
2000-01-01T00:00:00Z, 472586, 2.56
2000-01-01T00:00:00Z, 473705, 2.63
2000-01-01T00:00:00Z, 474824, 2.63
2000-01-01T00:00:00Z, 475943, 2.56
2000-01-01T00:00:00Z, 477063, 2.63
2000-01-01T00:00:00Z, 478182, 2.63
2000-01-01T00:00:00Z, 479301, 2.63
2000-01-01T00:00:00Z, 480419, 2.63
2000-01-01T00:00:00Z, 481544, 2.63
2000-01-01T00:00:00Z, 482663, 2.56
2000-01-01T00:00:00Z, 483782, 2.56
2000-01-01T00:00:00Z, 484901, 2.63
2000-01-01T00:00:00Z, 486021, 2.63
2000-01-01T00:00:00Z, 487140, 2.63
2000-01-01T00:00:00Z, 488259, 2.63
2000-01-01T00:00:00Z, 489376, 2.63
2000-01-01T00:00:00Z, 490496, 2.63
2000-01-01T00:00:00Z, 491615, 2.63
2000-01-01T00:00:00Z, 492734, 2.56
2000-01-01T00:00:00Z, 493853, 2.63
2000-01-01T00:00:00Z, 494972, 2.63
2000-01-01T00:00:00Z, 496092, 2.63
2000-01-01T00:00:00Z, 497211, 2.63
2000-01-01T00:00:00Z, 498330, 2.63
2000-01-01T00:00:00Z, 499449, 2.63
2000-01-01T00:00:00Z, 500568, 2.56
2000-01-01T00:00:00Z, 501687, 2.63
2000-01-01T00:00:00Z, 502806, 2.63
2000-01-01T00:00:00Z, 503925, 2.63
2000-01-01T00:00:00Z, 505042, 2.56
2000-01-01T00:00:00Z, 506162, 2.56
2000-01-01T00:00:00Z, 507280, 2.63
2000-01-01T00:00:00Z, 508399, 2.63
2000-01-01T00:00:00Z, 509517, 2.63
2000-01-01T00:00:00Z, 510637, 2.63
2000-01-01T00:00:00Z, 511755, 2.56
2000-01-01T00:00:00Z, 512874, 2.56
2000-01-01T00:00:00Z, 513992, 2.63
2000-01-01T00:00:00Z, 515111, 2.56
2000-01-01T00:00:00Z, 516230, 2.63
2000-01-01T00:00:00Z, 517349, 2.63
2000-01-01T00:00:00Z, 518467, 2.63
2000-01-01T00:00:00Z, 519586, 2.56
2000-01-01T00:00:00Z, 520718, 2.56
2000-01-01T00:00:00Z, 521840, 2.56
2000-01-01T00:00:00Z, 522963, 2.56
2000-01-01T00:00:00Z, 524086, 2.56
2000-01-01T00:00:00Z, 525209, 2.56
2000-01-01T00:00:00Z, 526337, 2.63
2000-01-01T00:00:00Z, 527459, 2.56
2000-01-01T00:00:00Z, 528581, 2.56
2000-01-01T00:00:00Z, 529704, 2.56
2000-01-01T00:00:00Z, 530827, 2.63
2000-01-01T00:00:00Z, 531950, 2.63
2000-01-01T00:00:00Z, 533072, 2.63
2000-01-01T00:00:00Z, 534195, 2.63
2000-01-01T00:00:00Z, 535318, 2.63
2000-01-01T00:00:00Z, 536443, 2.63
2000-01-01T00:00:00Z, 537567, 2.63
2000-01-01T00:00:00Z, 538690, 2.63
2000-01-01T00:00:00Z, 539813, 2.56
2000-01-01T00:00:00Z, 540936, 2.56
2000-01-01T00:00:00Z, 542059, 2.63
2000-01-01T00:00:00Z, 543182, 2.63
2000-01-01T00:00:00Z, 544305, 2.63
2000-01-01T00:00:00Z, 545428, 2.63
2000-01-01T00:00:00Z, 546551, 2.63
2000-01-01T00:00:00Z, 547674, 2.63
2000-01-01T00:00:00Z, 548797, 2.63
2000-01-01T00:00:00Z, 549920, 2.63
2000-01-01T00:00:00Z, 551043, 2.63
2000-01-01T00:00:00Z, 552169, 2.63
2000-01-01T00:00:00Z, 553292, 2.63
2000-01-01T00:00:00Z, 554416, 2.63
2000-01-01T00:00:00Z, 555538, 2.63
2000-01-01T00:00:00Z, 556661, 2.63
2000-01-01T00:00:00Z, 557785, 2.69
2000-01-01T00:00:00Z, 558907, 2.63
2000-01-01T00:00:00Z, 560030, 2.63
2000-01-01T00:00:00Z, 561154, 2.63
2000-01-01T00:00:00Z, 562276, 2.63
2000-01-01T00:00:00Z, 563399, 2.63
2000-01-01T00:00:00Z, 564523, 2.69
2000-01-01T00:00:00Z, 565645, 2.63
2000-01-01T00:00:00Z, 566768, 2.63
2000-01-01T00:00:00Z, 567891, 2.56
2000-01-01T00:00:00Z, 569018, 2.69
2000-01-01T00:00:00Z, 570145, 2.63
2000-01-01T00:00:00Z, 571269, 2.63
2000-01-01T00:00:00Z, 572392, 2.69
2000-01-01T00:00:00Z, 573514, 2.63
2000-01-01T00:00:00Z, 574638, 2.63
2000-01-01T00:00:00Z, 575761, 2.63
2000-01-01T00:00:00Z, 576884, 2.63
2000-01-01T00:00:00Z, 578008, 2.63
2000-01-01T00:00:00Z, 579130, 2.63
2000-01-01T00:00:00Z, 580253, 2.69
2000-01-01T00:00:00Z, 581377, 2.63
2000-01-01T00:00:00Z, 582500, 2.56
2000-01-01T00:00:00Z, 583622, 2.63
2000-01-01T00:00:00Z, 584749, 2.63
2000-01-01T00:00:00Z, 585872, 2.63
2000-01-01T00:00:00Z, 586995, 2.63
2000-01-01T00:00:00Z, 588118, 2.63
2000-01-01T00:00:00Z, 589241, 2.63
2000-01-01T00:00:00Z, 590364, 2.69
2000-01-01T00:00:00Z, 591486, 2.63
2000-01-01T00:00:00Z, 592610, 2.63
2000-01-01T00:00:00Z, 593733, 2.63
2000-01-01T00:00:00Z, 594855, 2.63
2000-01-01T00:00:00Z, 595979, 2.63
2000-01-01T00:00:00Z, 597102, 2.63
2000-01-01T00:00:00Z, 598224, 2.56
2000-01-01T00:00:00Z, 599348, 2.63
2000-01-01T00:00:00Z, 600474, 2.63
2000-01-01T00:00:00Z, 601597, 2.63
2000-01-01T00:00:00Z, 602720, 2.63
2000-01-01T00:00:00Z, 603843, 2.63
2000-01-01T00:00:00Z, 604966, 2.63
2000-01-01T00:00:00Z, 606089, 2.63
2000-01-01T00:00:00Z, 607212, 2.63
2000-01-01T00:00:00Z, 608335, 2.63
2000-01-01T00:00:00Z, 609458, 2.56
2000-01-01T00:00:00Z, 610581, 2.63
2000-01-01T00:00:00Z, 611704, 2.63
2000-01-01T00:00:00Z, 612827, 2.63
2000-01-01T00:00:00Z, 613955, 2.63
2000-01-01T00:00:00Z, 615078, 2.63
2000-01-01T00:00:00Z, 616204, 2.63
2000-01-01T00:00:00Z, 617327, 2.63
2000-01-01T00:00:00Z, 618450, 2.63
2000-01-01T00:00:00Z, 619574, 2.69
2000-01-01T00:00:00Z, 620697, 2.63
2000-01-01T00:00:00Z, 621819, 2.63
2000-01-01T00:00:00Z, 622943, 2.63
2000-01-01T00:00:00Z, 624066, 2.63
2000-01-01T00:00:00Z, 625189, 2.63
2000-01-01T00:00:00Z, 626312, 2.63
2000-01-01T00:00:00Z, 627435, 2.63
2000-01-01T00:00:00Z, 628558, 2.63
2000-01-01T00:00:00Z, 629682, 2.63
2000-01-01T00:00:00Z, 630804, 2.63
2000-01-01T00:00:00Z, 631927, 2.63
2000-01-01T00:00:00Z, 633048, 2.63
2000-01-01T00:00:00Z, 634171, 2.63
2000-01-01T00:00:00Z, 635293, 2.63
2000-01-01T00:00:00Z, 636416, 2.63
2000-01-01T00:00:00Z, 637538, 2.63
2000-01-01T00:00:00Z, 638661, 2.63
2000-01-01T00:00:00Z, 639783, 2.63
2000-01-01T00:00:00Z, 640906, 2.63
2000-01-01T00:00:00Z, 642029, 2.63
2000-01-01T00:00:00Z, 643151, 2.63
2000-01-01T00:00:00Z, 644274, 2.63
2000-01-01T00:00:00Z, 645396, 2.56
2000-01-01T00:00:00Z, 646519, 2.63
2000-01-01T00:00:00Z, 647642, 2.63
2000-01-01T00:00:00Z, 648770, 2.63
2000-01-01T00:00:00Z, 649893, 2.63
2000-01-01T00:00:00Z, 651018, 2.63
2000-01-01T00:00:00Z, 652141, 2.63
2000-01-01T00:00:00Z, 653265, 2.63
2000-01-01T00:00:00Z, 654390, 2.63
2000-01-01T00:00:00Z, 655513, 2.63
2000-01-01T00:00:00Z, 656637, 2.63
2000-01-01T00:00:00Z, 657762, 2.56
2000-01-01T00:00:00Z, 658890, 2.63
2000-01-01T00:00:00Z, 660014, 2.63
2000-01-01T00:00:00Z, 661138, 2.63
2000-01-01T00:00:00Z, 662262, 2.63
2000-01-01T00:00:00Z, 663387, 2.63
2000-01-01T00:00:00Z, 664514, 2.63
2000-01-01T00:00:00Z, 665638, 2.63
2000-01-01T00:00:00Z, 666763, 2.63
2000-01-01T00:00:00Z, 667887, 2.63
2000-01-01T00:00:00Z, 669011, 2.63
2000-01-01T00:00:00Z, 670136, 2.63
2000-01-01T00:00:00Z, 671260, 2.63
2000-01-01T00:00:00Z, 672385, 2.63
2000-01-01T00:00:00Z, 673509, 2.63
2000-01-01T00:00:00Z, 674633, 2.63
2000-01-01T00:00:00Z, 675758, 2.63
2000-01-01T00:00:00Z, 676882, 2.63
2000-01-01T00:00:00Z, 678006, 2.63
2000-01-01T00:00:00Z, 679131, 2.63
2000-01-01T00:00:00Z, 680258, 2.63
2000-01-01T00:00:00Z, 681382, 2.63
2000-01-01T00:00:00Z, 682507, 2.63
2000-01-01T00:00:00Z, 683631, 2.63
2000-01-01T00:00:00Z, 684755, 2.63
2000-01-01T00:00:00Z, 685880, 2.69
2000-01-01T00:00:00Z, 687004, 2.63
2000-01-01T00:00:00Z, 688129, 2.69
2000-01-01T00:00:00Z, 689253, 2.63
2000-01-01T00:00:00Z, 690377, 2.63
2000-01-01T00:00:00Z, 691502, 2.69
2000-01-01T00:00:00Z, 692626, 2.63
2000-01-01T00:00:00Z, 693750, 2.63
2000-01-01T00:00:00Z, 694875, 2.69
2000-01-01T00:00:00Z, 696002, 2.63
2000-01-01T00:00:00Z, 697126, 2.63
2000-01-01T00:00:00Z, 698251, 2.63
2000-01-01T00:00:00Z, 699375, 2.63
2000-01-01T00:00:00Z, 700499, 2.69
2000-01-01T00:00:00Z, 701624, 2.69
2000-01-01T00:00:00Z, 702753, 2.69
2000-01-01T00:00:00Z, 703877, 2.63
2000-01-01T00:00:00Z, 705002, 2.63
2000-01-01T00:00:00Z, 706126, 2.63
2000-01-01T00:00:00Z, 707251, 2.63
2000-01-01T00:00:00Z, 708375, 2.69
2000-01-01T00:00:00Z, 709499, 2.69
2000-01-01T00:00:00Z, 710624, 2.69
2000-01-01T00:00:00Z, 711748, 2.69
2000-01-01T00:00:00Z, 712876, 2.69
2000-01-01T00:00:00Z, 714000, 2.69
2000-01-01T00:00:00Z, 715124, 2.69
2000-01-01T00:00:00Z, 716249, 2.69
2000-01-01T00:00:00Z, 717373, 2.81
2000-01-01T00:00:00Z, 718497, 2.69
2000-01-01T00:00:00Z, 719622, 2.75
2000-01-01T00:00:00Z, 720747, 2.69
2000-01-01T00:00:00Z, 721871, 2.69
2000-01-01T00:00:00Z, 722996, 2.69
2000-01-01T00:00:00Z, 724120, 2.69
2000-01-01T00:00:00Z, 725244, 2.75
2000-01-01T00:00:00Z, 726369, 2.75
2000-01-01T00:00:00Z, 727493, 2.69
2000-01-01T00:00:00Z, 728621, 2.69
2000-01-01T00:00:00Z, 729745, 2.69
2000-01-01T00:00:00Z, 730869, 2.75
2000-01-01T00:00:00Z, 731994, 2.75
2000-01-01T00:00:00Z, 733118, 2.75
2000-01-01T00:00:00Z, 734242, 2.75
2000-01-01T00:00:00Z, 735367, 2.75
2000-01-01T00:00:00Z, 736491, 2.75
2000-01-01T00:00:00Z, 737615, 2.75
2000-01-01T00:00:00Z, 738740, 2.75
2000-01-01T00:00:00Z, 739864, 2.81
2000-01-01T00:00:00Z, 740988, 2.75
2000-01-01T00:00:00Z, 742113, 2.81
2000-01-01T00:00:00Z, 743237, 2.75
2000-01-01T00:00:00Z, 744365, 2.75
2000-01-01T00:00:00Z, 745489, 2.75
2000-01-01T00:00:00Z, 746618, 2.75
2000-01-01T00:00:00Z, 747743, 2.81
2000-01-01T00:00:00Z, 748867, 2.81
2000-01-01T00:00:00Z, 749991, 2.81
2000-01-01T00:00:00Z, 751116, 2.81
2000-01-01T00:00:00Z, 752240, 2.88
2000-01-01T00:00:00Z, 753364, 2.88
2000-01-01T00:00:00Z, 754489, 2.81
2000-01-01T00:00:00Z, 755613, 2.88
2000-01-01T00:00:00Z, 756738, 2.81
2000-01-01T00:00:00Z, 757862, 2.88
2000-01-01T00:00:00Z, 758986, 2.94
2000-01-01T00:00:00Z, 760114, 2.94
2000-01-01T00:00:00Z, 761238, 2.94
2000-01-01T00:00:00Z, 762362, 2.94
2000-01-01T00:00:00Z, 763486, 2.88
2000-01-01T00:00:00Z, 764610, 2.88
2000-01-01T00:00:00Z, 765733, 2.88
2000-01-01T00:00:00Z, 766858, 2.94
2000-01-01T00:00:00Z, 767982, 2.94
2000-01-01T00:00:00Z, 769105, 2.88
2000-01-01T00:00:00Z, 770230, 2.94
2000-01-01T00:00:00Z, 771354, 2.88
2000-01-01T00:00:00Z, 772477, 2.94
2000-01-01T00:00:00Z, 773602, 2.94
2000-01-01T00:00:00Z, 774725, 2.94
2000-01-01T00:00:00Z, 775849, 2.94
2000-01-01T00:00:00Z, 776974, 2.94
2000-01-01T00:00:00Z, 778093, 2.94
2000-01-01T00:00:00Z, 779212, 2.94
2000-01-01T00:00:00Z, 780331, 2.94
2000-01-01T00:00:00Z, 781450, 3.00
2000-01-01T00:00:00Z, 782569, 3.00
2000-01-01T00:00:00Z, 783687, 3.00
2000-01-01T00:00:00Z, 784806, 3.00
2000-01-01T00:00:00Z, 785926, 3.00
2000-01-01T00:00:00Z, 787045, 3.00
2000-01-01T00:00:00Z, 788163, 3.00
2000-01-01T00:00:00Z, 789282, 3.00
2000-01-01T00:00:00Z, 790402, 3.00
2000-01-01T00:00:00Z, 791526, 3.00
2000-01-01T00:00:00Z, 792643, 3.00
2000-01-01T00:00:00Z, 793762, 3.06
2000-01-01T00:00:00Z, 794882, 3.06
2000-01-01T00:00:00Z, 796001, 3.06
2000-01-01T00:00:00Z, 797120, 3.06
2000-01-01T00:00:00Z, 798240, 3.06
2000-01-01T00:00:00Z, 799360, 3.06
2000-01-01T00:00:00Z, 800479, 3.06
2000-01-01T00:00:00Z, 801598, 3.06
2000-01-01T00:00:00Z, 802717, 3.06
2000-01-01T00:00:00Z, 803836, 3.06
2000-01-01T00:00:00Z, 804957, 3.06
2000-01-01T00:00:00Z, 806076, 3.06
2000-01-01T00:00:00Z, 807195, 3.13
2000-01-01T00:00:00Z, 808317, 3.06
2000-01-01T00:00:00Z, 809437, 3.13
2000-01-01T00:00:00Z, 810556, 3.13
2000-01-01T00:00:00Z, 811675, 3.13
2000-01-01T00:00:00Z, 812794, 3.13
2000-01-01T00:00:00Z, 813914, 3.13
2000-01-01T00:00:00Z, 815034, 3.13
2000-01-01T00:00:00Z, 816153, 3.19
2000-01-01T00:00:00Z, 817272, 3.19
2000-01-01T00:00:00Z, 818392, 3.13
2000-01-01T00:00:00Z, 819511, 3.13
2000-01-01T00:00:00Z, 820630, 3.13
2000-01-01T00:00:00Z, 821749, 3.19
2000-01-01T00:00:00Z, 822868, 3.19
2000-01-01T00:00:00Z, 823991, 3.19
2000-01-01T00:00:00Z, 825110, 3.19
2000-01-01T00:00:00Z, 826229, 3.25
2000-01-01T00:00:00Z, 827350, 3.19
2000-01-01T00:00:00Z, 828469, 3.19
2000-01-01T00:00:00Z, 829588, 3.25
2000-01-01T00:00:00Z, 830707, 3.19
2000-01-01T00:00:00Z, 831826, 3.25
2000-01-01T00:00:00Z, 832946, 3.25
2000-01-01T00:00:00Z, 834065, 3.25
2000-01-01T00:00:00Z, 835189, 3.25
2000-01-01T00:00:00Z, 836308, 3.31
2000-01-01T00:00:00Z, 837429, 3.31
2000-01-01T00:00:00Z, 838548, 3.25
2000-01-01T00:00:00Z, 839670, 3.31
2000-01-01T00:00:00Z, 840790, 3.31
2000-01-01T00:00:00Z, 841909, 3.31
2000-01-01T00:00:00Z, 843028, 3.31
2000-01-01T00:00:00Z, 844148, 3.31
2000-01-01T00:00:00Z, 845267, 3.38
2000-01-01T00:00:00Z, 846387, 3.38
2000-01-01T00:00:00Z, 847506, 3.38
2000-01-01T00:00:00Z, 848625, 3.38
2000-01-01T00:00:00Z, 849744, 3.38
2000-01-01T00:00:00Z, 850864, 3.38
2000-01-01T00:00:00Z, 851984, 3.38
2000-01-01T00:00:00Z, 853103, 3.44
2000-01-01T00:00:00Z, 854222, 3.44
2000-01-01T00:00:00Z, 855342, 3.38
2000-01-01T00:00:00Z, 856464, 3.44
2000-01-01T00:00:00Z, 857583, 3.38
2000-01-01T00:00:00Z, 858702, 3.44
2000-01-01T00:00:00Z, 859822, 3.44
2000-01-01T00:00:00Z, 860941, 3.44
2000-01-01T00:00:00Z, 862060, 3.44
2000-01-01T00:00:00Z, 863180, 3.50
2000-01-01T00:00:00Z, 864300, 3.50
2000-01-01T00:00:00Z, 865419, 3.56
2000-01-01T00:00:00Z, 866538, 3.50
2000-01-01T00:00:00Z, 867657, 3.50
2000-01-01T00:00:00Z, 868776, 3.56
2000-01-01T00:00:00Z, 869896, 3.56
2000-01-01T00:00:00Z, 871015, 3.56
2000-01-01T00:00:00Z, 872137, 3.56
2000-01-01T00:00:00Z, 873256, 3.56
2000-01-01T00:00:00Z, 874376, 3.56
2000-01-01T00:00:00Z, 875495, 3.56
2000-01-01T00:00:00Z, 876614, 3.56
2000-01-01T00:00:00Z, 877733, 3.63
2000-01-01T00:00:00Z, 878859, 3.56
2000-01-01T00:00:00Z, 879978, 3.63
2000-01-01T00:00:00Z, 881097, 3.63
2000-01-01T00:00:00Z, 882216, 3.63
2000-01-01T00:00:00Z, 883336, 3.63
2000-01-01T00:00:00Z, 884456, 3.63
2000-01-01T00:00:00Z, 885575, 3.63
2000-01-01T00:00:00Z, 886694, 3.69
2000-01-01T00:00:00Z, 887817, 3.69
2000-01-01T00:00:00Z, 888936, 3.69
2000-01-01T00:00:00Z, 890055, 3.69
2000-01-01T00:00:00Z, 891173, 3.69
2000-01-01T00:00:00Z, 892293, 3.69
2000-01-01T00:00:00Z, 893412, 3.69
2000-01-01T00:00:00Z, 894531, 3.69
2000-01-01T00:00:00Z, 895649, 3.69
2000-01-01T00:00:00Z, 896769, 3.69
2000-01-01T00:00:00Z, 897888, 3.75
2000-01-01T00:00:00Z, 899007, 3.75
2000-01-01T00:00:00Z, 900126, 3.75
2000-01-01T00:00:00Z, 901244, 3.75
2000-01-01T00:00:00Z, 902364, 3.75
2000-01-01T00:00:00Z, 903495, 3.75
2000-01-01T00:00:00Z, 904619, 3.81
2000-01-01T00:00:00Z, 905741, 3.81
2000-01-01T00:00:00Z, 906864, 3.81
2000-01-01T00:00:00Z, 907986, 3.81
2000-01-01T00:00:00Z, 909110, 3.81
2000-01-01T00:00:00Z, 910232, 3.88
2000-01-01T00:00:00Z, 911355, 3.88
2000-01-01T00:00:00Z, 912478, 3.88
2000-01-01T00:00:00Z, 913601, 3.88
2000-01-01T00:00:00Z, 914723, 3.88
2000-01-01T00:00:00Z, 915847, 3.88
2000-01-01T00:00:00Z, 916969, 3.88
2000-01-01T00:00:00Z, 918092, 3.94
2000-01-01T00:00:00Z, 919215, 3.94
2000-01-01T00:00:00Z, 920336, 3.94
2000-01-01T00:00:00Z, 921459, 3.94
2000-01-01T00:00:00Z, 922588, 4.00
2000-01-01T00:00:00Z, 923711, 3.94
2000-01-01T00:00:00Z, 924834, 3.94
2000-01-01T00:00:00Z, 925958, 3.94
2000-01-01T00:00:00Z, 927081, 4.00
2000-01-01T00:00:00Z, 928204, 4.00
2000-01-01T00:00:00Z, 929328, 4.00
2000-01-01T00:00:00Z, 930451, 4.00
2000-01-01T00:00:00Z, 931574, 4.00
2000-01-01T00:00:00Z, 932698, 4.00
2000-01-01T00:00:00Z, 933821, 4.00
2000-01-01T00:00:00Z, 934944, 4.06
2000-01-01T00:00:00Z, 936066, 4.06
